,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_j,ratingHashReview_j,ratingAccountReview_j,ratingNoTweet_q,ratingHashReview_q,ratingAccountReview_q,ratingTwitter3_j,ratingTwitter4_j,ratingTwitter3_q,ratingTwitter4_q,ratingLike_j,ratingLike_q,ratingView_j,ratingView_q,ratingWebsite_j,ratingWebsite_q,finalRating1,finalRating2,finalRating3,finalRating4
191,butterfly 8ffect -????????????????????-,????? Boy Love Lovely Room,20,'?????????????????????? ?????????????'?,76,??,0,https://cdn.readawrite.com/articles/2129/2128836/thumbnail/,13,"????????,????????,????????????,??????????????,????????,??????????,feelgood,bl,boylove",That PAPER is mine #?????????? [YAOI],365,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
262,Ubaba(???????),????? Boy Love Secret Room,31,????????????????????????????????????? 7 ??????????????????????????,77,??,3,https://cdn.readawrite.com/articles/2155/2154677/thumbnail/,15,"??????,????????,Boy Love/Yaoi,18+,????????,?????????????,????????",The queen #????????????,942,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
282,???????,????? Boy Love Secret Room,14,??????????+???????????? = ???????????????????? ??????,39,??,4,https://cdn.readawrite.com/articles/2220/2219598/thumbnail/,12,"????????????,18+,????????,????????",The moon is mine [????????????] #????????????,537,????????????,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
311,Fluffii,????? Boy Love Lovely Room,25,??????? ?????????????????????,71,??,4,https://cdn.readawrite.com/articles/2195/2194680/thumbnail/,15,Boy Love/Yaoi,#NPC???????????????,748,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
359,butterfly 8ffect -????????????????????-,????? Boy Love Secret Room,23,????? ?????????????????????? ??? ?????????????????????????????????????? ????????????????????????????,99,??,0,https://cdn.readawrite.com/articles/2232/2231954/thumbnail/,15,"DMMS,???????,??????,???????????????????????,??????,????????,????????,????????,???","Don\'t mess my star #??????????????????? {Yaoi, boy?love}?",587,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
376,11:22 AM,????? Boy Love Lovely Room,25,???????.. ?????????????,114,??,1,https://cdn.readawrite.com/articles/2290/2289740/thumbnail/,18,"?????????????,Boy Love/Yaoi,18+,????????,?????????????,???????,????????",Café? #?????????????,944,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
381,so-mummy,????? Boy Love Lovely Room,30,"""????????????????????"" ""???...?????????????"" ""????????????????????????????????????????????""",124,??,1,https://cdn.readawrite.com/articles/2293/2292705/thumbnail/,19,"18+,Boy Love/Yaoi,???,????????,????????",???????????#????????????,821,???????????,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
383,Der Quñter,????? Boy Love Lovely Room,31,“???????????????? ????????????????? ??????????” “....” “???” &ld,119,??,1,https://cdn.readawrite.com/articles/2296/2295308/thumbnail/,20,"Boy Love/Yaoi,??????????,?????????,???????????????,????????????",???????????????????? #???????????,827,????????????????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
401,rotten dahlia,????? Boy Love Lovely Room,21,"""???????????????????????????????????????????????????????????"" - @stand4omegasright, 2020",66,??,0,https://cdn.readawrite.com/articles/2307/2306759/thumbnail/,15,"Yaoi,omegaverse,????????????,?????????????",(omegaverse) omega\'s right #?????????????,298,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
447,so-matcha,????? Boy Love Secret Room,19,???????? 7 ??????????? ?????????????????????????????????????????????? ???????????????...?????? ?????,67,??,3,https://cdn.readawrite.com/articles/2340/2339037/thumbnail/,10,,How it started | #???????????,566,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
469,JackXy Wu,????? Boy Love Lovely Room,46,??????????????????????? ???????????????????????????????????????? ???????????????????????????????????,194,??,0,https://cdn.readawrite.com/articles/2355/2354662/thumbnail/,37,"Rainverse,Colorverse",#??????????????????????????????????? [Rainverse+Colorverse],670,,???????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
560,lovemedo,????? Boy Love Lovely Room,23,????????????????????????????????????? ??????????????????????????? ??????????????????? ??????????????,68,??,1,https://cdn.readawrite.com/articles/1525/1524365/thumbnail/,12,"omegaverse,???????,???????,minhwan",Be My Beta #?????????????,715,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
595,MuSue,????? Boy Love Lovely Room,21,????????????????????????????????....????... “??????????” ??! “??????????????&rdquo,11,??,19,https://cdn.readawrite.com/articles/1508/1507883/thumbnail/,3,,BEGIN AGAIN #???????????,1176,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3.3,1.1,1.1,1.1,1.1
629,Naw_aiB,????? Boy Love Lovely Room,27,???????????????????????????????? ????????????????????????????????? ?????????????????????????????????,49,??,2,https://cdn.readawrite.com/articles/1585/1584174/thumbnail/,20,"Boy Love/Yaoi,????????,????????????,???????,?????,??,???????,??????????????????????,?????,??????,???????","Sorry,Satorukun busy right now #??????????????????????",689,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
631,?????????,????? Boy Love Secret Room,5,????????????????????????????????????????????????????????????????????????????? ??????????????????????,16,??,4,https://cdn.readawrite.com/articles/1546/1545415/thumbnail/,3,"??????????,????????,??????,??????????,??????????,???????",???...?????????? #??????????????(??????????),1343,?????????????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3.3,1.1,1.1,1.1,1.1
647,?????????????????,????? Boy Love Secret Room,6,‘??????????????????????????????????????????’ ‘??????????????? ????????’,34,??,2,https://cdn.readawrite.com/articles/1607/1606772/thumbnail/,3,"????????????,????????",??????????(???)??????? #????????????,1135,??????????,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3.3,1.1,1.1,1.1,1.1
730,iamyoursummer,????? Boy Love Lovely Room,42,??????????????????????????????????????????????????? /???????????,43,??,9,https://cdn.readawrite.com/articles/1633/1632431/thumbnail/,13,"Jaemark,fluff,cat,????????,?????????????,Boy Love/Yaoi,JAEHYUN,mark",NCT | ??????(?)???????? JaeMark #???????????????,844,??????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
734,richax_,????? Boy Love Lovely Room,52,“??? ???????????????????????” “????????????????????????? ?????????????????????????,68,??,6,https://cdn.readawrite.com/articles/1635/1634713/thumbnail/,22,"?????,longchae,??????",longchae #?????,999,,?????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
744,Pihs,????? Boy Love Secret Room,9,??????????????????????????????????????! ????????????????????????????????!!,23,??,21,https://cdn.readawrite.com/articles/1686/1685589/thumbnail/,3,"Boy Love/Yaoi,Yaoi,?????????,????????,???????,???????????????,??????,?????????,????????????,????????????,?????????,??????????",???????? | ??????? |#???????????????,1526,????????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3.3,1.1,1.1,1.1,1.1
804,fullsunhyuck,????? Boy Love Secret Room,4,: ?????????? : ???? ?????????????? : ???? ?????????????? ???????????? : ???????? ???????????????????,24,??,3,https://cdn.readawrite.com/articles/1737/1736893/thumbnail/,3,"?????,WinGee,?????????????",() ????????????? WinGee #?????,1264,?????????????,?????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3.3,1.1,1.1,1.1,1.1
827,"WINGZ,,",????? Boy Love Lovely Room,13,????????????????????????????????????? ?????????????????????????????????????????????????...,53,??,0,https://cdn.readawrite.com/articles/1754/1753122/thumbnail/,12,"Boy Love/Yaoi,????????,18+,????????????,Mpreg,????????,omegaverse,sci-fi",ANISOHALOUS #?????????? [omegaverse],673,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
828,?????????????????,????? Boy Love Lovely Room,12,“???????????????? ??????????? ????????????????????? ????????”,52,??,1,https://cdn.readawrite.com/articles/1755/1754338/thumbnail/,10,"Boy Love/Yaoi,?????????????????,Haikyuu,allkage,bokuroo,Fanfiction ??????????,HQ",[Haikyuu] [AU] #?????????????????,824,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
872,7087,????? Boy Love Lovely Room,30,??????pantxp : ????????????? ! ????????x????????????? ???????????????????x??? !! #?????????? #??????,73,??,3,https://cdn.readawrite.com/articles/1789/1788360/thumbnail/,19,"Yaoi/BL,Boy love / Yaoi / ?????????",#?????????????????????,926,,?????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
904,Nella0029,????? Boy Love Lovely Room,23,???????????????????????????????????,90,??,2,https://cdn.readawrite.com/articles/1816/1815825/thumbnail/,10,"??????????????????,Boy Love/Yaoi,????????,??????????????,????????????????,Nella0029",?????????????? #????????????????,944,??????????????,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
945,?????????????????????????????,????? Boy Love Lovely Room,26,????????????? ?????????????????????????????????????? ????????????????????????????????????? ?????????,22,??,3,https://cdn.readawrite.com/articles/1864/1863916/thumbnail/,14,"Boy Love/Yaoi,????????,????????,?????",(yaoi) Sakonnacurse #?????????,304,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
961,MAMORU00N,????? Boy Love Lovely Room,15,???????????????????????????????? ???????????????????????????????????????????????????????????????????,66,??,5,https://cdn.readawrite.com/articles/1880/1879623/thumbnail/,12,,[BL] Underground city #??????????????????????,1000,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
968,pvdcth,????? Boy Love Lovely Room,19,????????????????????????????????????? ???????????????? '???????' ??? '??????????',35,??,3,https://cdn.readawrite.com/articles/1885/1884960/thumbnail/,12,"Mpreg,Boy Love/Yaoi,Yaoi,?????????????",[Mpreg]Re-member #?????????,737,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
1007,Lerequin,????? Boy Love Secret Room,5,???????????????????????????????????,30,??,1,https://cdn.readawrite.com/articles/1913/1912488/thumbnail/,3,,Poème èrotique #??????,1665,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3.3,1.1,1.1,1.1,1.1
1013,navybroccoli.,????? Boy Love Lovely Room,20,?????????????????? ?????????????????????????????????????????? ?,79,??,2,https://cdn.readawrite.com/articles/1920/1919930/thumbnail/,14,"Boy Love/Yaoi,??????,???????????????,??????,????????,??????????????????",(yaoi) sunset side up #??????????????????,787,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
1026,ferrier(??????????),????? Boy Love Lovely Room,15,???????? : ???????????????????????? ??? ????????????? ???????????????????????? ??????????? ?????????,53,??,0,https://cdn.readawrite.com/articles/1930/1929175/thumbnail/,12,"???????,?????????,??????????,?????????????,????????,??????,?????,??????????,??????????",#????????????????????? (???????),516,,?????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3.3,1.1,1.1,1.1,1.1
16,Sarin-N,????? Boy Love Lovely Room,0,"""?????????????????? ???!!"" ""????"" ""??????????? ??????????????????????????????????"" ""?????????????...",1,??,1,https://cdn.readawrite.com/articles/1966/1965742/thumbnail/,0,,#You are mine ????????????,49,,????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,1,1,1,1,1,1,1.2,1.2,1.1
310,J I M.,????? Boy Love Lovely Room,2,??????????????????????? ???????????????????????????????????? ??????????????????? ???????????????????,1,??,2,https://cdn.readawrite.com/articles/2195/2194449/thumbnail/,1,"Boy Love/Yaoi,????????",The story has it that_ #??????????????????_,59,,??????????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,1,1,1,1,1,1,1.2,1.2,1.1
393,????.PG,????? Boy Love Lovely Room,0,?????????????? ????????????? ????????? ????????????????????????????????????????? ???????????????????,3,??,1,https://cdn.readawrite.com/articles/2301/2300545/thumbnail/,0,"omegaverse,feelgood,????????,????????",?????????????????????????????????#???????????? (omegaverse),23,????????????????????????????????,????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,1,1,1,1,1,1,1.2,1.2,1.1
543,???,????? Boy Love Lovely Room,1,?????????????????????????????? ?????????????????????????????????????????????????? ?????????????,3,??,0,https://cdn.readawrite.com/articles/2370/2369735/thumbnail/,1,"Boy Love/Yaoi,????????????,?????????,????",It started with jumping down ( BL/Fantasy ) #?????????7???,46,,?????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,1,1,1,1,1,1,1.2,1.2,1.1
602,Chomilk,????? Boy Love Lovely Room,1,????????????????????????2???????????????????????????????????????????????? “?????????????????&r,0,??,0,https://cdn.readawrite.com/articles/1557/1556503/thumbnail/,1,,SENIORS #?????3?????????2,29,,?????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,1,1,1,1,1,1,1.2,1.2,1.1
643,lbibri,????? Boy Love Lovely Room,0,""" ?????????????? ????????????????? ????????????????????????????????????????????? """,0,??,0,https://cdn.readawrite.com/articles/1602/1601481/thumbnail/,0,"????????,???????????????,???????????,??????,Boy Love/Yaoi",#????????????,22,,????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,1,1,1,1,1,1,1.2,1.2,1.1
1,????????????,????? Boy Love Secret Room,18,"""?????????????????????????"" ??????????????????????? ?????????????????????????????????????????? ?????",78,??,1,https://cdn.readawrite.com/articles/1944/1943967/thumbnail/,9,"18+,Boy Love/Yaoi,????????,??????",#?????????,807,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
12,??????????,????? Boy Love Lovely Room,5,"""??????????????????????????????????????????????????""",15,??,5,https://cdn.readawrite.com/articles/1964/1963421/thumbnail/,4,"Boy Love/Yaoi,????????,????????,?????????????,18+",The chord of love #???????,939,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
14,ccy_pp,????? Boy Love Lovely Room,13,???????????????????????????? ??????????????????????????????????????????????? ???,14,??,1,https://cdn.readawrite.com/articles/1964/1963632/thumbnail/,7,,#????????????????????????????????,378,,????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
53,?????????????????,????? Boy Love Lovely Room,8,???????????????????????????????????? ????????????????????????????????????,28,??,2,https://cdn.readawrite.com/articles/1991/1990462/thumbnail/,6,,(mpreg)???????? #?????????????????,424,????????,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
67,EuraysiaSama,????? Boy Love Secret Room,8,???????????????????????????? 1 ??????????????????????????? ??????? ???????????????????'??????'??????,51,??,0,https://cdn.readawrite.com/articles/2000/1999530/thumbnail/,7,"PWP,Porn without plot,Boy Love/Yaoi,Demon",: Please EAT ME : #?????????????,571,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
82,MafiaLinlin,????? Boy Love Lovely Room,6,??????????????????????????? ???????????????????????????????? ‘???????????????????????’ ?,27,??,3,https://cdn.readawrite.com/articles/2012/2011565/thumbnail/,4,"Boy Love/Yaoi,????????,?????????????,Mpreg,????????????,???",#?????????????????????????? Mpreg,347,,??????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
100,9crimes,????? Boy Love Secret Room,11,#??????????????????? (sinners never sleep): ????? Boy Love Secret Room,68,??,0,https://cdn.readawrite.com/articles/2029/2028830/thumbnail/,6,"???????????????????,????????,Boy Love/Yaoi,18+,PWP",#??????????????????? (sinners never sleep),830,,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
124,NaName_Say?,????? Boy Love Lovely Room,11,????????????????????????????????????????? | Omegaverse?,14,??,4,https://cdn.readawrite.com/articles/2018/2017925/thumbnail/,5,"?????????????,omagaverse,???????????????,????????,Talk?about?your?novel",Talk? about? your? novel? #?????????????,277,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
142,Mmmyaoi,????? Boy Love Lovely Room,10,??????????????????????????????????????????????????????????????????????????? ??? ????????? ?????????,29,??,5,https://cdn.readawrite.com/articles/2074/2073917/thumbnail/,7,"??????,Boy love / Yaoi / ?????????",??????????????? ????????????#????[Yaoi]?,606,??????????????,????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
152,Vanis Rainbow,????? Boy Love Lovely Room,4,????? ?????????? ????????????????????????????? ???????????????????????????????????????????????? ????,59,??,1,https://cdn.readawrite.com/articles/2087/2086636/thumbnail/,4,,(Omegaverse/BL) #????????????,576,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
165,poppulary,????? Boy Love Lovely Room,7,??????? ????? ??????????????????????????????????????????????????????????????????????????????????????,53,??,1,https://cdn.readawrite.com/articles/2060/2059710/thumbnail/,4,"Boy Love/Yaoi,??????,???,????????,???????????,??????????????,????????",you are mine\'s #??????????????,315,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
185,Narakku,????? Boy Love Secret Room,16,????????????????? ???????????????????? ??????,25,??,6,https://cdn.readawrite.com/articles/2118/2117175/thumbnail/,5,"???????????????,?????????????????,????????????????????,????????",????????????????? #???????????????#,609,?????????????????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
199,?????,????? Boy Love Lovely Room,16,'??????????????????????? ?????????????????????????????',22,??,5,https://cdn.readawrite.com/articles/2136/2135319/thumbnail/,6,"????????,?????,???????,???????,????????,??????,18+,Boy Love/Yaoi,????????????,????????,???????,??????????,????????,?????????????,??????,slice of life,??????",nice  warm #??????????????,848,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
214,Darla?????,????? Boy Love Secret Room,9,?????????????????????????????????? ??????????????????????? ?????????????????????????????????????????,37,??,1,https://cdn.readawrite.com/articles/2163/2162349/thumbnail/,5,"Boy Love/Yaoi,??????,#??????????,????????,??????,Mpreg,?????????????",??????????? #?????? #?????????? #????????,452,???????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
235,anatomylogy,????? Boy Love Secret Room,12,???????????????????????????????????,28,??,1,https://cdn.readawrite.com/articles/2178/2177831/thumbnail/,9,"PWP,NC,Boy Love/Yaoi,18+",Just thinking and wondering #????????????????????????,404,,????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
279,Black Swan,????? Boy Love Lovely Room,6,?????????? ???????????? #????????: ????? Boy Love Lovely Room,13,??,7,https://cdn.readawrite.com/articles/2214/2213642/thumbnail/,4,"??????????????????,Boy Love/Yaoi,???,??????,????????,????????,18+,??????????",?????????? ???????????? #????????,271,??????????????????????,????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
284,decayed,????? Boy Love Secret Room,8,hot | glasses | sex | you “??????????????????????????????????? ?????????”,30,??,6,https://cdn.readawrite.com/articles/2222/2221323/thumbnail/,4,,that hot glasses guy | #??????????,827,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
302,Cherish a little Pie,????? Boy Love Lovely Room,17,????????????????????????????????????????????????????????????????????????????????????????????????????,24,??,9,https://cdn.readawrite.com/articles/2191/2190025/thumbnail/,5,"Boy Love/Yaoi,omegaverse,revenge,drama,slice of life",Mr. Bloom #?????????????,688,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
304,?? .,????? Boy Love Lovely Room,10,?????????????????????????????????????????????? 4 ???!,43,??,0,https://cdn.readawrite.com/articles/2191/2190294/thumbnail/,5,"Boy Love/Yaoi,????????,???,??????",#????????????????,468,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
308,Chaya.A,????? Boy Love Lovely Room,9,“??????????????????????????????????????????????????”,23,??,8,https://cdn.readawrite.com/articles/2193/2192128/thumbnail/,6,"??????????????????,Boy Love/Yaoi,????????,???,????????,?????????????,????????",#???????????????,488,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
313,?????????,????? Boy Love Lovely Room,5,"""???????????????????????????????????""",5,??,1,https://cdn.readawrite.com/articles/2194/2193983/thumbnail/,4,"??????????????????,????????????????,??????????,?????????,??????????",#????????????????????,728,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
329,MiMi•,????? Boy Love Secret Room,6,,24,??,5,https://cdn.readawrite.com/articles/2254/2253002/thumbnail/,4,"Femboy,fem",????????????? ????????????????????? fem #????????????????????,873,??????????????????????????????????,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
331,karnvela.,????? Boy Love Lovely Room,13,?????????????? ?????????????????????????????????????????????????????????????!!,22,??,7,https://cdn.readawrite.com/articles/2255/2254546/thumbnail/,5,"Femboy,Boy Love/Yaoi,????????,?????????????,????????????,18+",#??????????[femboy],771,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
342,yeoukitsune,????? Boy Love Lovely Room,20,?????????????????????????????????????????????? ??????????????????????????? ?????????????????????????,46,??,4,https://cdn.readawrite.com/articles/2263/2262605/thumbnail/,8,"???????,??????????,??????????,???????,Mpreg",#???????????????? Mpreg,527,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
343,?????????,????? Boy Love Lovely Room,8,??????????????????????????? ????????????????????????????????????????????????????????????????????????,52,??,3,https://cdn.readawrite.com/articles/2264/2263949/thumbnail/,7,"omegaverse,Boy Love/Yaoi,18+,??????????????,????????????,??????????????,??????",#?????????????? (omegaverse),636,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
357,???????????????,????? Boy Love Lovely Room,11,"""???????????????????????"" ""???????????"" ???????????????????????????!",32,??,7,https://cdn.readawrite.com/articles/2230/2229902/thumbnail/,4,"Boy Love/Yaoi,????????,???????????????",????????????????????#????????????????,897,????????????????????,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
368,Plernsri,????? Boy Love Lovely Room,9,??????????????????????????????????????????????????????????????????????????????????????????? - ??????,23,??,3,https://cdn.readawrite.com/articles/2241/2240289/thumbnail/,6,"????????,?????????????,???????????????,???????????","Fan boys #??????????????????????????? (yaoi,BL)",293,,???????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
373,LadyLingerie,????? Boy Love Secret Room,8,"Hell is empty, and all the devils are your neighbor",29,??,1,https://cdn.readawrite.com/articles/2288/2287198/thumbnail/,5,"badneighbor,???????????,????????,Boy Love/Yaoi,PWP,18+",(series) Bad Neighbor #???????????????????? (TW:PWP/Porn with plot),342,,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
377,rabbitcreamx,????? Boy Love Lovely Room,18,"????????????????????????????????? — ,",23,??,2,https://cdn.readawrite.com/articles/2292/2291419/thumbnail/,6,"?????????,????????????,??????,?????,???????,??????,????????????,Boy Love/Yaoi",curse of the last wolf (yaoi) #???????????????????,636,,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
379,Gukak,????? Boy Love Lovely Room,8,??????????????????????????????????????????? ????????????????????????????????????????????????????????,51,??,2,https://cdn.readawrite.com/articles/2292/2291762/thumbnail/,5,"Boy Love/Yaoi,???,????????,????????",??????????????????????? #??????????? #??????????????,455,???????????????????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
388,Marii,????? Boy Love Lovely Room,10,????????????????????????????????????????????????????????????? ???????????..?????????????????????????,30,??,3,https://cdn.readawrite.com/articles/2298/2297739/thumbnail/,5,"????????????,Boy Love/Yaoi,??????,????????,????????",#???????????? : ?????????????????????????,332,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
396,ppoliusjj,????? Boy Love Lovely Room,10,?????????????,26,??,1,https://cdn.readawrite.com/articles/2306/2305328/thumbnail/,7,"Boy Love/Yaoi,orv,????????,?????,????????,Omniscient Reader's Viewpoint,yoojoonghyuk,kimdokja",[omniscient reader’s viewpoint] short fic #???????,643,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
444,MiyuShi,????? Boy Love Lovely Room,7,????????????????????????????????????????????????????????????????????????????????????????????????????,49,??,1,https://cdn.readawrite.com/articles/2338/2337912/thumbnail/,7,"Boy Love/Yaoi,Boy love / Yaoi / ?????????,#?????????? #feelgood #boylove #yaoi",[Hanahaki verse] #????????,375,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
449,DaRk MoOn,????? Boy Love Lovely Room,9,???????????????? ????????????????????????(' ' ?,25,??,4,https://cdn.readawrite.com/articles/2341/2340563/thumbnail/,4,"??????,??????,???????????????,??????,*???????,??????????,???????????,???????????????,???????",#????????????????,441,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
464,mifengbee,????? Boy Love Lovely Room,7,?????????????????????????????????????????????????????,24,??,1,https://cdn.readawrite.com/articles/2352/2351349/thumbnail/,7,,[] SUMMER KISSED THE SEA #??????????????,656,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
471,Melodymania,????? Boy Love Lovely Room,26,‘?????????’ ???? ‘???’ ?????????????????????????????????????????????????????,56,??,6,https://cdn.readawrite.com/articles/2357/2356625/thumbnail/,8,"Boy Love/Yaoi,?????????????,????????,???,18+,????????,??????",BL : ??????????? (The little secret of Lotus) #???????,1004,???????????,???????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
473,gxdty,????? Boy Love Lovely Room,14,???????????????????????????????????????????????????????????????????????????????????????????????!,30,??,2,https://cdn.readawrite.com/articles/2356/2355779/thumbnail/,8,"Boy Love/Yaoi,Feel good",Runaway bride #??????????????????????? (BL/Yaoi),283,,???????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
