,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_j,ratingHashReview_j,ratingAccountReview_j,ratingNoTweet_q,ratingHashReview_q,ratingAccountReview_q,ratingTwitter3_j,ratingTwitter4_j,ratingTwitter3_q,ratingTwitter4_q,ratingLike_j,ratingLike_q,ratingView_j,ratingView_q,ratingWebsite_j,ratingWebsite_q,finalRating1,finalRating2,finalRating3,finalRating4
361,???????,????? Boy Love Lovely Room,2,??????????????????????????????????????? ????????????????????????!!!,3,??,0,https://cdn.readawrite.com/articles/2234/2233389/thumbnail/,1,"Boy Love/Yaoi,????????,18+,???,???????,???????????????",?????????? #????????????????????,22,??????????,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
363,k.s?????????,????? Boy Love Lovely Room,1,??????????? ???????????????? ????????????? ???????????????????????????????!!! ??????????????????????,1,??,1,https://cdn.readawrite.com/articles/2238/2237637/thumbnail/,1,"???????????,????????,?????????????(????),????????,?????yaoi/Boylove",?????????????#???????????,48,?????????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
369,minghwaKT,????? Boy Love Lovely Room,1,??????????????????????????????????????????????? ?????????????????????????????????????????????????...,5,??,0,https://cdn.readawrite.com/articles/2242/2241174/thumbnail/,1,,???????????????????#????????,42,???????????????????,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
370,Marry P,????? Boy Love Lovely Room,1,??? ???????????????????????????????????????? ???? ???????????????????????????????? ?????????????????,3,??,2,https://cdn.readawrite.com/articles/2241/2240698/thumbnail/,1,"Mpreg,????????,Boy Love/Yaoi,Yaoi,??????,?????????",Untitled Story #?????????,76,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
390,?????????,????? Boy Love Lovely Room,0,?????????????????????? ?????? ???????????????????????!,1,??,4,https://cdn.readawrite.com/articles/2299/2298126/thumbnail/,0,"Boy Love/Yaoi,18+,??,????,??????????????",31 Days tRIP #??????????????,42,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
391,??????? ??????,????? Boy Love Secret Room,1,—????????????????????????????? ??????????????????????????????????????????,1,??,1,https://cdn.readawrite.com/articles/2299/2298329/thumbnail/,1,"??????????????,Boy Love/Yaoi,????????????",???? ?? ???? ???? #??????????????,58,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
392,inmypeach,????? Boy Love Secret Room,0,???????????????????????????????????????????,7,??,1,https://cdn.readawrite.com/articles/2301/2300063/thumbnail/,0,"Boy Love/Yaoi,????????,???????,?????,??????,dark story,???????????",tanwaluvu #???????????,54,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
397,writtenwitch’,????? Boy Love Lovely Room,3,??????? ???????????????????????????????? ????????????????????????????!,3,??,2,https://cdn.readawrite.com/articles/2306/2305808/thumbnail/,1,,I wanna be your wife #??????????,62,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
398,BlueSkyz.,????? Boy Love Lovely Room,1,???????????????? ????????????????? ????????????????,2,??,0,https://cdn.readawrite.com/articles/2307/2306375/thumbnail/,1,"????????,???×???,???????",#?????,77,,?????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
399,??[^ - ^]??,????? Boy Love Lovely Room,1,???????????????????????? ??????????????? ????????????????????? ???????????????????????????????,0,??,1,https://cdn.readawrite.com/articles/2307/2306550/thumbnail/,1,"Boy Love/Yaoi,?????????????,???,????????????,*????????,*??????",#??????????,28,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
416,somesky????,????? Boy Love Lovely Room,0,????????????????????????????????????????? ?????????????????????????????,0,??,0,https://cdn.readawrite.com/articles/2278/2277882/thumbnail/,0,"Boy Love/Yaoi,feelgood",Somesky #?????????????????,11,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
420,Chinnie,????? Boy Love Secret Room,1,??????????????????????????????????????????? ????????????????? ???????????????????????????????????,2,??,1,https://cdn.readawrite.com/articles/2281/2280259/thumbnail/,1,"????????????,??????????????,????????,??????????????",little  happy #????????????,37,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
423,?????????????,????? Boy Love Lovely Room,0,#??????: ????? Boy Love Lovely Room,0,??,0,https://cdn.readawrite.com/articles/2283/2282562/thumbnail/,0,,#??????,9,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
429,??????????????,????? Boy Love Lovely Room,0,?????????????????????????????????????????????????????????,0,??,1,https://cdn.readawrite.com/articles/2330/2329347/thumbnail/,0,,Sugar daddy #???????,24,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
431,???????,????? Boy Love Lovely Room,1,?????????????????????? #??????????: ????? Boy Love Lovely Room,3,??,2,https://cdn.readawrite.com/articles/2330/2329914/thumbnail/,1,,?????????????????????? #??????????,60,??????????????????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
432,???????,????? Boy Love Lovely Room,0,“?????” “?????????????????????????”,3,??,0,https://cdn.readawrite.com/articles/2330/2329029/thumbnail/,0,,???????????? #?????????,33,????????????,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
434,Ash,????? Boy Love Secret Room,0,?????????????????????? ??????????????????????????????????????????????????? ?????????????????????????,2,??,3,https://cdn.readawrite.com/articles/2331/2330115/thumbnail/,0,,#?????????????????,69,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
436,???????????????????????,????? Boy Love Lovely Room,0,??????????????????????????????????????????????????????'???',1,??,1,https://cdn.readawrite.com/articles/2333/2332110/thumbnail/,0,"Boy Love/Yaoi,????????,????????",Yours #??????????????,26,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
438,???????,????? Boy Love Lovely Room,0,Liking or love,1,??,1,https://cdn.readawrite.com/articles/2335/2334488/thumbnail/,0,"????????????????,kookv,jinv",doc | #????????????????,24,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
441,???????????????,????? Boy Love Lovely Room,1,????????????? ????????????,1,??,0,https://cdn.readawrite.com/articles/2334/2333936/thumbnail/,1,,#?????????????[YAOI],27,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
451,????????????,????? Boy Love Lovely Room,1,???????????????????????????????????????????????????? ???????????????????????????????????? ??????????,2,??,1,https://cdn.readawrite.com/articles/2342/2341385/thumbnail/,1,"??????????????,??????????1,Boy Love/Yaoi,????????,?????????????","it\'s you , it\'s always you #??????????????",62,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
453,Martini,????? Boy Love Lovely Room,0,YAOI | You Need To Calm Down | #???????????????!: ????? Boy Love Lovely Room,0,??,0,https://cdn.readawrite.com/articles/2342/2341700/thumbnail/,0,,YAOI | You Need To Calm Down | #???????????????,14,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
456,??????????,????? Boy Love Secret Room,0,??????????????????? ?????????????????2????????????????????????????????????? ????????????????????????,3,??,1,https://cdn.readawrite.com/articles/2347/2346384/thumbnail/,0,"Boy Love/Yaoi,omegaverse,????????,?????????????,????????x???????",Carrying love destroys fate. #???????????????,66,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
457,GAMYOY,????? Boy Love Lovely Room,1,????????????????MV?????????10????????????????????????,0,??,0,https://cdn.readawrite.com/articles/2346/2345959/thumbnail/,1,"Boy love / Yaoi / ?????????,Boy Love/Yaoi,#Yaoi",WIFE RAPPER#?????????????,17,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
458,?????????.,????? Boy Love Lovely Room,1,“??? ????????????????????” “??????????????????? ????????????????????????” |,3,??,1,https://cdn.readawrite.com/articles/2348/2347591/thumbnail/,1,"Boy Love/Yaoi,????????,???,??????,?????????????,????????",#?????????????,43,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
459,tomysand,????? Boy Love Secret Room,0,??????????????????????????? ???????????????????,0,??,1,https://cdn.readawrite.com/articles/2348/2347979/thumbnail/,0,"Boy Love/Yaoi,18+,????????",Affogato #????????,22,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
460,_bestheaven,????? Boy Love Secret Room,0,??????????? ?????????????????????? ?????? ? ???????????????????????? ??,1,??,1,https://cdn.readawrite.com/articles/2349/2348415/thumbnail/,0,,#??????????????,37,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
465,????????????????,????? Boy Love Secret Room,1,"""???????? ???????????? ?????????????????? ????????????????????????????????????????""",2,??,0,https://cdn.readawrite.com/articles/2352/2351728/thumbnail/,1,"Boy Love/Yaoi,????????,??????,?????? / drama",#?????????????????,44,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
466,Ellie3,????? Boy Love Lovely Room,1,“?????????????????????!”“???????????????????????”“????????????????????,1,??,1,https://cdn.readawrite.com/articles/2354/2353552/thumbnail/,1,"Boy Love/Yaoi,?????????????,??????,????????",11AM #???????????????????????,36,,???????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
468,NAVY,????? Boy Love Lovely Room,0,??????????????????????????????????? ????????? ?????????????????????????????????? ???????????????????,4,??,0,https://cdn.readawrite.com/articles/2356/2355224/thumbnail/,0,"???,??????,?????????????,?????????????????????,Navy,Boy Love/Yaoi,????????,????????????",(YAOI) ?????? ?????? ?????? #?????????????????????,31,??????????????????,?????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
470,????????????????,????? Boy Love Lovely Room,0,????????????? ??? ?????????????????????????????????????????????????????????????????????,1,??,5,https://cdn.readawrite.com/articles/2357/2356452/thumbnail/,0,,#??????? ?????????????????????,49,,????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
477,????????Crazy girl,????? Boy Love Lovely Room,0,????????????????????? ???????????????????????????????? ????????????????????? ???????????????????????,3,??,0,https://cdn.readawrite.com/articles/2316/2315343/thumbnail/,0,"Boy Love/Yaoi,???,????????,??????,????????????",?????????#????????????,15,?????????,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
482,????????????????,????? Boy Love Secret Room,0,????????????????? ??? ??????????????????? ??????????????????????????????????????????????????????????,4,??,0,https://cdn.readawrite.com/articles/2319/2318131/thumbnail/,0,"???????????,Boy Love/Yaoi,18+,????????,????????,??????,?????????,???x???",#???????????,58,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
487,AdaMent_P,????? Boy Love Lovely Room,0,???????????? ???????????????,0,??,1,https://cdn.readawrite.com/articles/2323/2322419/thumbnail/,0,,???????? ??????????????????? #??????????????,27,???????????????????????????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
491,ROXANNE,????? Boy Love Secret Room,0,???????— ?????????????????,0,??,0,https://cdn.readawrite.com/articles/2326/2325458/thumbnail/,0,"Boy Love/Yaoi,??????",#??????????????????,9,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
493,LILIT,????? Boy Love Lovely Room,2,????????????????????????????????????????,4,??,1,https://cdn.readawrite.com/articles/2326/2325378/thumbnail/,1,"Boy Love/Yaoi,????????,#OMEGAVERSE,omegavers,Alpha/Beta/Omega",Keep it low-KEY #?????????????? [Omegaverse],62,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
496,b-o-o,????? Boy Love Secret Room,0,'?????????? ???? ?????????????',2,??,1,https://cdn.readawrite.com/articles/2372/2371078/thumbnail/,0,"did,Yaoi",04:00 #??????????,48,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
500,????????,????? Boy Love Lovely Room,1,"""?????????????? ????????????????????????????? ??????????????????????? ????????? ???????????? ??? ???",7,??,1,https://cdn.readawrite.com/articles/2372/2371586/thumbnail/,1,"?????????,whatthehell,?????????????????????????????????????????????,????????",#????????? | What the hell?,77,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
503,lomsha,????? Boy Love Lovely Room,1,???????????......?????????? ??????????????......?????????????????,2,??,0,https://cdn.readawrite.com/articles/2374/2373542/thumbnail/,1,????????????????,#????????????????,17,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
506,blueberry,????? Boy Love Secret Room,0,"""??????????????????????????????????????????????????????????????????"" ""Dady! please stop it""",0,??,0,https://cdn.readawrite.com/articles/2376/2375128/thumbnail/,0,,ll [You can be my sin] ll #??????????????,6,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
507,????????Crazy girl,????? Boy Love Lovely Room,0,???????????????????????????????????????????????????????????????????????????????? ???????????????????,5,??,0,https://cdn.readawrite.com/articles/2375/2374158/thumbnail/,0,"18+,Boy Love/Yaoi",#????????? ???????????????????????,30,,????????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
509,Meemysai_,????? Boy Love Lovely Room,0,?????????1 01/01/64,0,??,1,https://cdn.readawrite.com/articles/2379/2378451/thumbnail/,0,"?????????????????,Boy Love/Yaoi,18+",#????????????,64,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
510,bee_Best,????? Boy Love Secret Room,0,"""???????????? ??????????????????????????? ?????????? ????????????????""???????????????? ?????????? ??",1,??,1,https://cdn.readawrite.com/articles/2380/2379077/thumbnail/,0,"Boy Love/Yaoi,??????,Mpreg,??????",Daisy of the secret love #????????????????????????????,27,,????????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
511,heartbeatz,????? Boy Love Lovely Room,0,#??????????: ????? Boy Love Lovely Room,0,??,0,https://cdn.readawrite.com/articles/2382/2381073/thumbnail/,0,??????????,#??????????,7,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
513,0606Night,????? Boy Love Lovely Room,0,???????????????????????????????????????????????????????????????? ???????????????????? ??????????????,0,??,1,https://cdn.readawrite.com/articles/2384/2383183/thumbnail/,0,?????????????,More than love #????????????? [Yaoi],30,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
516,???????????,????? Boy Love Secret Room,1,?????????????????????????????15???????????????,1,??,0,https://cdn.readawrite.com/articles/2386/2385559/thumbnail/,1,"Yaoi/BL,???????????,Fanboy",#??????????? [YAOI],10,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
521,??????,????? Boy Love Lovely Room,2,??????????????????????????????????? ????????????????????? ????????????????????????????????? ????????,8,??,1,https://cdn.readawrite.com/articles/2388/2387659/thumbnail/,1,"??????,?????????,Boy Love/Yaoi,????????,?????????",??????????????? #??????,70,???????????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
522,????????????????????????????????????????????,????? Boy Love Secret Room,0,????????????????,1,??,0,https://cdn.readawrite.com/articles/2390/2389802/thumbnail/,0,"???????????????????,???????,??????????",#???????????????????,8,,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
525,bee_Best,????? Boy Love Secret Room,1,????????? ??????????????????????????????????????????????????????????????????????????????????????????,1,??,1,https://cdn.readawrite.com/articles/2392/2391509/thumbnail/,1,"Boy Love/Yaoi,Mpreg",The Sun moves The Moon#????????????????????,20,,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
527,Cherimoya,????? Boy Love Secret Room,0,“??????????????????????????????” “????????????? ??????????? ????”,4,??,1,https://cdn.readawrite.com/articles/2393/2392513/thumbnail/,0,"Boy Love/Yaoi,????????,??????????????,Yaoi,18+",Dew of Sunshine #??????????????,73,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
529,??????????????,????? Boy Love Secret Room,0,?????????? / ?????????????????????????????? / ?????????????? / ?????????????????????????????????????,1,??,0,https://cdn.readawrite.com/articles/2396/2395668/thumbnail/,0,"Boy Love/Yaoi,????????,??????,??????,????????_??????????",# ????????...??????????,17,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
533,Monancyy,????? Boy Love Secret Room,2,???????????????????????????????????????????????????????????????????????????,1,??,3,https://cdn.readawrite.com/articles/2400/2399114/thumbnail/,1,"Got7,????????,Markbam",#?????????????????? - ????????,46,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
534,iken.swift,????? Boy Love Lovely Room,1,??????????????????????,2,??,1,https://cdn.readawrite.com/articles/2400/2399400/thumbnail/,1,"Boy Love/Yaoi,???,????????,???????????,????????,???????",#???????,29,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
535,Shih tzu,????? Boy Love Lovely Room,1,????????????????????? ?????????????????????????????????!,1,??,0,https://cdn.readawrite.com/articles/2400/2399946/thumbnail/,1,,??????????? [BL] #???????????,10,???????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
536,??????,????? Boy Love Lovely Room,0,??????????????? ????????????,2,??,0,https://cdn.readawrite.com/articles/2360/2359147/thumbnail/,0,,#???????????????,31,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
544,tennovem,????? Boy Love Secret Room,0,??????????????????? ??? ??????????????????,0,??,0,https://cdn.readawrite.com/articles/2370/2369873/thumbnail/,0,,SAVE ME #???????,3,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
546,????????,????? Boy Love Lovely Room,0,?????????????? ????????????????? ???????????????????????????????????????????????????????????????????,3,??,0,https://cdn.readawrite.com/articles/2371/2370230/thumbnail/,0,"18+,Boy Love/Yaoi,??????,????????,????????????,????????,?????????????",Love Predestination #??????????? (Omegaverse ?),30,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
548,Hongzaa,????? Boy Love Secret Room,1,?????/????????/??????/??????,2,??,0,https://cdn.readawrite.com/articles/1515/1514980/thumbnail/,1,,#?????????,22,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
561,illa,????? Boy Love Lovely Room,0,??????????????????????????? ????????????? ??????????????????????????????????????????????????????????,1,??,0,https://cdn.readawrite.com/articles/1525/1524768/thumbnail/,0,???????????????,#?????????????,26,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
573,shxxnnty,????? Boy Love Lovely Room,0,??????????..???????????????? ??????????????????????????...,3,??,1,https://cdn.readawrite.com/articles/1532/1531996/thumbnail/,0,"Boy Love/Yaoi,18+,????????,??????,????????,???????????",Shadow of the waves #???????????,43,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
587,Malisoblue•,????? Boy Love Lovely Room,0,????????????????????????????????????????!! ????????????????????? ??????????????????????????????? ???,2,??,1,https://cdn.readawrite.com/articles/1502/1501727/thumbnail/,0,"?????????,?????????????,???",??????? ???????? ?????????????????? #???????????????????,67,?????????????????????????????????,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
593,?????? ?.?????,????? Boy Love Lovely Room,1,??????????????????? ???????????????????????....??????????????????????????????????,0,??,0,https://cdn.readawrite.com/articles/1507/1506147/thumbnail/,1,"Boy Love/Yaoi,????????,????????,???????????",-?????????????????????- #???????????,16,?????????????????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
610,youtopia,????? Boy Love Lovely Room,0,???????????? ????????????????? ?????????! ??????????????????????? ??????????????????????????????????,1,??,0,https://cdn.readawrite.com/articles/1566/1565334/thumbnail/,0,"Yaoi,bl,Boy Love/Yaoi,omegaverse,????????,????????????,Mpreg,????????",#???????? ( bl ),52,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
628,N.jutatip,????? Boy Love Lovely Room,1,??????????????????????????????????????????????????????????????????????? ???????????????????????????,3,??,0,https://cdn.readawrite.com/articles/1585/1584197/thumbnail/,1,"????????,??????????????",#???????????????????,66,,???????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
