,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
469,สาววายจงเจริญ,ป่าเวทมนตร์,7,ขออณุญาติเจ้าของภาพค่ะ เรื่องนี้เป็นเเนวชายรักชายเเละเวทมนต์ ถ้าใครไม่ชอบกดออกเลยน่ะค่ะ จากไรท์,13,จบ,9.0,https://cdn.readawrite.com/articles/1974/1973803/thumbnail/,4,"เซฟคาร์ล,โจเซฟ×คาร์ล,โจคาร์ล,IdentityV,(รัก)นายจอมเวทย์",(รัก)นายจอมเวทย์#โจเซฟxคาร์ล,"18,329",รัก,โจเซฟ
470,Blau,ชุมชนคนขี้ชิป,21,ผมสั่งให้คุณเอาเอกสารไปโรเนียล ไม่ใช่ สั่งให้คุณไปซื้อโตเกียวให้ผม!!,65,จบ,4.0,https://cdn.readawrite.com/articles/1976/1975583/thumbnail/,15,"เลขาศูนย์,Soonhoon,minwon,Coupshan,JunHao,SEOKSOO,verkwan",#เลขาศูนย์ | Soonhoon,"46,821",,เลขาศูนย์
471,โรงเตี๊ยมซุนเค่อ,แฟนฟิคชั่น,"7,621",ไอ้จันทน์กะพ้อคนนี้ ตายอยู่ดีๆ ก็ได้มาเกิดใหม่ในร่างของใครก็ไม่รู้ พอตั้งสติได้ ย้อนมานี่เลยจ้า พ.ศ.,"6,385",จบ,49.0,https://cdn.readawrite.com/articles/1976/1975786/thumbnail/,"1,231","ป๋อจ้าน,พีเรียดไทย,ไทยโบราณ,จันทน์กะพ้อ",เจ้าจันทน์กะพ้อ #ป๋อจ้าน งดอัพเสาทิ๊ด,"487,777",เจ้าจันทน์กะพ้อ,ป๋อจ้านงดอัพเสาทิ๊ด
472,beyeonrubyj,ลิปสติกสีลิลลี่,93,ชานมหวานน้อยค่ะ,222,จบ,10.0,https://cdn.readawrite.com/articles/1976/1975885/thumbnail/,38,"Dmแชนี่,Chaenie,แชนี่",#Dmแชนี่ / chaenie,"273,767",,แชนี่
473,kookv happy love❤,ชุมชนคนขี้ชิป,5,"""คุณเชื่อเรื่องความรักมั้ย?"" ""หึ!ความรักแม่งตอแหล""#ครกว ขออนุญาตเจ้าของรูปทุกรูปนะครับ",7,จบ,5.0,https://cdn.readawrite.com/articles/1976/1975913/thumbnail/,3,"#kookv,BTS,ครกว",ความรัก|kookv|#ครกว,"4,473",ความรัก,ครกว
474,ZE_lcecream,นิยาย Boy Love Secret Room,1,..เพื่อนของพี่คีตะและน้องสายฟ้า วันนี้เรานำคุณๆ เขามาเสริฟ์ความกะล่อน ความบ้าบิ่น และความหื่น ให้นั,0,จบ,7.0,https://cdn.readawrite.com/articles/1977/1976295/thumbnail/,1,,Secret of love #รักร้าย..นายหน้านิ่ง,68,,รักร้ายนายหน้านิ่ง
475,Poeticalization,สาระความรู้,15,รวมรีวิวหนังสือที่อ่านแล้ว ตั้งใจจะให้เป็นรีวิวสั้น ๆ ไม่สปอยล์ เป็นไกด์ว่าเนื้อหาคร่าว ๆ เป็นยังไง,74,จบ,16.0,https://cdn.readawrite.com/articles/1977/1976367/thumbnail/,13,"มะเขืออ่าน,รีวิวหนังสือ",#มะเขืออ่าน,"1,294",,มะเขืออ่าน
476,mmm,แฟนฟิคชั่น,115,"""เป็นผีแล้วไง ถ้าคิดจะอยู่ฟรีก็ออกไป!!"" ""แต่นี่ห้องกู! มึงนั้นแหละออกไป๊!!!""",96,จบ,9.0,https://cdn.readawrite.com/articles/1977/1976522/thumbnail/,36,"ZoSan,โซซัน,Boy love / Yaoi,One Piece,Fanfiction แฟนฟิคชั่น,ตลก,มีผีในห้องครับzs,ผี",#มีผีในห้องครับzs(รีไรท์),"3,184",,มีผีในห้องครับ
477,emma,นิยาย Boy Love Lovely Room,5,แพงพวยไม่ได้เกิดมาโชคร้าย เขามีบุญนะ แต่กรรมบัง,4,จบ,2.0,https://cdn.readawrite.com/articles/1977/1976658/thumbnail/,2,"คุณอย่าแกงแพง,คอมเมดี้,bl,ใส ๆ,ตลก,เฮฮา,slowly built relationship,วิญญาณ,สัมผัสพิเศษ,สัมผัสที่หก,ผี / วิญญาณ,มองเห็นผี,Boylove/Yaoi,นิยายวาย,นิยายรัก",เรื่องนี้เราไปบวชกันเถอะ #คุณอย่าแกงแพง (รีไรท์),177,เรื่องนี้เราไปบวชกันเถอะ,คุณอย่าแกงแพง
478,Alize,นิยาย Boy Love Lovely Room,22,น้ำหยดลงหินทุกวันหินบอกว่า...เอ้า! ยังชอบเราอยู่เหรอ,54,จบ,9.0,https://cdn.readawrite.com/articles/1977/1976743/thumbnail/,9,"นิยายวาย,Boy love / Yaoi / ชายรักชาย,นิยายรัก,18+,นิยายโรแมนติก",#แฟนโซน,"1,368",,แฟนโซน
479,POAG,นิยาย Boy Love Secret Room,1,คืนที่เราเปลือยกายกลางแสงจันทร์,5,จบ,0.0,https://cdn.readawrite.com/articles/1977/1976924/thumbnail/,1,"Yaoi,naked,naked night,พระจันทร์เปลือย",[YAOI] Naked Night. #พระจันทร์เปลือย,113,,พระจันทร์เปลือย
480,繁花,แฟนฟิคชั่น,7,"“Sweetie, you can’t go out from the castle. It’s too dangerous for you”",21,จบ,1.0,https://cdn.readawrite.com/articles/1977/1976905/thumbnail/,6,"HELEN,ฮลซจ,ซึงจิน,seungjin,fem!hyunjin,StrayKids_Fic,skz,คลังฟิคเด็กหลง",SKZ Helen (Seungjin) #ฮลซจ,338,,ฮลซจ
481,สมปริก,ชุมชนคนขี้ชิป,10,ทำเหมือนไม่มีใครรักไปได้ | เปิดไว้ก่อน เปิดให้เฟบไว้,44,จบ,0.0,https://cdn.readawrite.com/articles/1978/1977122/thumbnail/,10,"คุณของวริศ,เนียลอง",#คุณของวริศ - nielong,0,,คุณของวริศ
482,fridayisjay,แฟนฟิคชั่น,3,Welcome to jusun world,12,จบ,0.0,https://cdn.readawrite.com/articles/1977/1976111/thumbnail/,2,"จยูซอน,the boyz",os/sf — #จยูซอน (the boyz),146,,จยูซอน
483,อิงฝัน,วายสเตชั่น,86,มาคบกันก่อนดิ เดี๋ยวจะเลิกเจ้าชู้ให้ดู,117,จบ,7.0,https://cdn.readawrite.com/articles/1977/1976146/thumbnail/,28,"ปังมิล,ยองฮุน,ฮยอนแจ,เดอะบอย,เดอะบอยซ์,ฟิคเดอะบอยซ์,fictheboyz,the boyz",#เฟรมจะ | #ปังมิล,"259,976",,เฟรมจะ
484,RINSP19,นิยายรักวัยว้าวุ่น,91,มาลองรักกันไหมล่ะ ได้ไม่ได้ค่อยว่ากัน ตอนแรกมันก็แค่สนุกแต่พอเวลาผ่านไป ยิ่งนาน ยิ่งผูกพันธ์ จะให้เล,51,จบ,35.0,https://cdn.readawrite.com/articles/1978/1977554/thumbnail/,13,"นิยายรัก,นิยายโรแมนติก,นิยายรักวัยรุ่น",รัก ไม่ ลอง # เฮียไวท์คนสุขนิยม,"4,889",รักไม่ลอง,เฮียไวท์คนสุขนิยม
485,navyandcrimson,ชุมชนคนขี้ชิป,18,ปีนี้ก็แต่งกันมาปีที่17แล้วนะ,23,จบ,3.0,https://cdn.readawrite.com/articles/1978/1977848/thumbnail/,7,"วอนฮุน,seventeen,wonhoon",จากใจคนที่มองพ่อแม่จีบกันทุกวัน #วอนฮุน,"12,747",จากใจคนที่มองพ่อแม่จีบกันทุกวัน,วอนฮุน
486,H_Pxt,ชุมชนคนขี้ชิป,2,"""กูเตือนพวกมึงแล้วนะว่าอย่ายุ่งกะพี่กะน้องกู!!!""",4,จบ,0.0,https://cdn.readawrite.com/articles/1978/1977228/thumbnail/,2,"ฮันเซจุน,อูชิก,2se,WOOSIK",กูเตือนแล้วนะ | #ฮันเซจุน,0,กูเตือนแล้วนะ,ฮันเซจุน
487,เอ็ม ฯ.,ชุมชนคนขี้ชิป,0,ธาร : แม่ให้ไปดูตัวอีกแล้วว่ะเฮีย ชล : ลองจ้างเมียปลอมๆมาไว้หลอกเหมือนกูไหม ธาร : จะเวิร์คหรอวะเฮีย,2,จบ,1.0,https://cdn.readawrite.com/articles/1978/1977309/thumbnail/,0,"Kookmin,#kookv,#bts,namjin,gahope",#เฟิงสารพัดรับจ้าง (KOOKMIN),"1,197",,เฟิงสารพัดรับจ้าง
488,คฤจภัคฐ์ /กิตติ,นิยายโรมานซ์,4,คนเราจะแอบรักใครสักคนได้นานแค่ไหน (rewrite จากใน Dek-D ค่ะ),30,จบ,0.0,https://cdn.readawrite.com/articles/1978/1977307/thumbnail/,3,"เนียลอง,เนียลองฟิค,ฟิคเนียลอง",504 gateway timeout #error504นอ,121,,นอ
489,ด.ช.เฟียส,นิยาย Boy Love Secret Room,0,มันง่ายกับกู มันก็ง่ายกับคนอื่นเหมือนกัน #เหมอหม่อน,5,จบ,1.0,https://cdn.readawrite.com/articles/1978/1977381/thumbnail/,0,,ศิโรราบ #เหมอลิต [MPREG/BL],44,ศิโรราบ,เหมอลิต
490,littlerabbit ♡.,ชุมชนคนขี้ชิป,28,:มึงกูท้อง :ท้อง!!!,106,จบ,7.0,https://cdn.readawrite.com/articles/1979/1978785/thumbnail/,15,"เมียปจ,Boy Love/Yaoi,bozhan,นิยายรัก,นิยายวาย,Fanfiction แฟนฟิคชั่น,ป๋อจ้าน",เมีย | ปจ (mpreg) #เมียปจ,"145,658",เมีย,เมียปจ
491,33K Feet Above the Sea,แฟนฟิคชั่น,2,เอาไว้ลงฉากncจากเรื่อง เจนอย่าหวั่นไหว #เจนตะวันปจ,216,จบ,2.0,https://cdn.readawrite.com/articles/1980/1979007/thumbnail/,2,"ป๋อจ้าน,แฟนฟิคป๋อจ้าน,ฟิคป๋อจ้าน,Fanfiction แฟนฟิคชั่น,ficป๋อจ้าน,ncป๋อจ้าน,ป๋อจ้านฟิค,เจนตะวัน,เจนตะวันปจ,เจนอย่าหวั่นไหว",𝙉𝘾 𝘾𝙪𝙩 เจนอย่าหวั่นไหว #เจนตะวันปจ,"4,215",เจนอย่าหวั่นไหว,เจนตะวันปจ
492,จันดี,ชุมชนคนขี้ชิป,216,"""อย่าเกร็ง""",477,จบ,34.0,https://cdn.readawrite.com/articles/1980/1979108/thumbnail/,105,"NCT,วินคุน,WinKun,เขตแดนรัก,เขตแดนรักวค",III- เขตแดนรัก|winkun|#เขตแดนรักวค,"3,519,666",เขตแดนรัก,เขตแดนรักวค
493,Malibu 🌃,ชุมชนคนขี้ชิป,8,คนเราจะตกหลุมรักคนเดิมได้นานแค่ไหน,16,จบ,3.0,https://cdn.readawrite.com/articles/1980/1979440/thumbnail/,6,"#jaedo,#แจโด,แจโด,JaeDo,Doyoung,JAEHYUN,NCT",44 days #ม้วนฟิล์มของเหนือเดือน,"5,899",,ม้วนฟิล์มของเหนือเดือน
494,วิ้งวิ้งวิ้ง,ชุมชนคนขี้ชิป,8,องนีเอล แบคฮวี มินฮวาน ซึงกยอล,7,จบ,2.0,https://cdn.readawrite.com/articles/1980/1979544/thumbnail/,4,"ซึงกยอล,องนีเอล,องนีเอลฟิค,แบคฮวี,มินฮวาน,#แบคฮวี,วิ้งวิ้งวิ้ง,วิ้งฟิค",os/sf Produce 101 ss 2 / X #วิ้งฟิค,600,,วิ้งฟิค
495,ifallinginluvux,แฟนฟิคชั่น,2,ผมเป็นหมอดู ไม่ใช่หมอผีครับเธอ,2,จบ,1.0,https://cdn.readawrite.com/articles/1980/1979571/thumbnail/,2,"#kookv,#bts",#มะลึกกุ๊กกู๋กุกวี,48,,มะลึกกุ๊กกู๋กุกวี
496,Rain-at-Rose,นิยาย Boy Love Secret Room,490,นิยายในเรื่องนี้เป็นแนว PWP หรือ Porn Without Plot มีฉากเรทหรือฉากเสพสังวาสเป็นเนื้อหาหลักของเรื่อง,934,จบ,52.0,https://cdn.readawrite.com/articles/1979/1978540/thumbnail/,132,"Boy Love/Yaoi,18+,Mpreg,นิยายวาย,PWP,เรื่องเล่าวันคนโสด",Guilty Passion #กระทะทองแดงของเรน,"76,509",,กระทะทองแดงของเรน
497,iamblackcat,ลิปสติกสีลิลลี่,11,ติ๋มๆงี้ไม่ใช่สเปคอ่ะ,51,จบ,0.0,https://cdn.readawrite.com/articles/1979/1978670/thumbnail/,11,"#jenrene,เบวิทย์",#เบวิทย์ [JENRENE],0,,เบวิทย์
498,C2_LK,ชุมชนคนขี้ชิป,2,""" เพราะคุณคือเมียผม และเมียผมก็คือของๆผม ที่นี้เข้าใจแล้วใช่มั้ย? ว่าสิ่งที่คุณต้องทำ คืออะไร:) """,26,จบ,0.0,https://cdn.readawrite.com/articles/1981/1980091/thumbnail/,2,"Lizkook,kookliz",#savage love...รักร้ายนายซาดิสม์,0,,รักร้ายนายซาดิสม์
499,zomday,นิยาย Boy Love Lovely Room,1,“ผมไม่ใช่คู่โชคชะตาของนาย เลิกตามผมสักที” นี่เป็นครั้งที่สี่ของวันแล้วที่ออกัสพูดประโยคน,9,จบ,1.0,https://cdn.readawrite.com/articles/1981/1980280/thumbnail/,1,"Boy Love/Yaoi,Mpreg,omegaverse,เจ้าจันทร์หารัก,นิยายแฟนตาซี",Reach for the Moon #เจ้าจันทร์หารัก (Omegaverse),101,,เจ้าจันทร์หารัก
500,Étoile 💫,แฟนฟิคชั่น,111,พัคซองฮุน x คิมซอนอู เรื่องสั้นโรแมนติก น่ารัก ฟีลกู๊ด [ Ost. Crush - Tessa Violet ],177,จบ,8.0,https://cdn.readawrite.com/articles/1981/1980322/thumbnail/,47,"ซองซอนู,พัคซองฮุน,คิมซอนอู,sungsunoo,iland,I-LAND,enhypen,parksunghoon,kimsunoo",[SF/OS] • STOCK LOVE • 🔮 #คลังความรักซซน,"6,656",,คลังความรักซซน
501,lunar k.,ชุมชนคนขี้ชิป,32,ประธานมีงานอะไรให้ฉันทำหรอคะ?,111,จบ,14.0,https://cdn.readawrite.com/articles/1981/1980356/thumbnail/,17,"Jaerose,JAEHYUN,#Rosé,Seulrene,Seulgi,IRENE,#yuwin,yuta,winwin",#ประธานจิน #JaeRosé,"131,731",,ประธานจิน
502,kaitommai,แฟนฟิคชั่น,10,cUt by #ผีสาวขโมยผักชี,37,จบ,1.0,https://cdn.readawrite.com/articles/1981/1980559/thumbnail/,7,,#ผีสาวขโมยผักชี 3Oo%,528,,ผีสาวขโมยผักชี
503,พี่บี๋มีเกี๊ยวสีชมพู74,ลิปสติกสีลิลลี่,17,พี่หรือหมา ทำไมดุขนาดนี้,49,จบ,3.0,https://cdn.readawrite.com/articles/1981/1980630/thumbnail/,8,"#เจทิ,เจนรีน,เจนรีนคือศรัทธา,ฟิคเจทิ,#jeti,#jenrene",#หวงน้อง Jeti,"48,902",,หวงน้อง
504,imyouryok,แฟนฟิคชั่น,1,"""ซูนเจย์อยากพัก""-เจย์ ""อีกแปปเดียวนะ เดี๋ยวก็จบแล้ว""-ซูน",20,จบ,2.0,https://cdn.readawrite.com/articles/1981/1980687/thumbnail/,1,"Fanfiction แฟนฟิคชั่น,Boy Love/Yaoi,นิยายโรแมนติก,soojun,Beomtae,ซูจุน,บอมแท,TxT,บอมแทน",Survival Game #หนีตายซูจุน,357,,หนีตายซูจุน
505,Cyanxweek,นิยาย Boy Love Lovely Room,120,คนหนึ่งรักแมว แต่แมวไม่เล่นด้วย อีกคนกลัวแมว แต่แมวมาเล่นด้วย!,571,จบ,2.0,https://cdn.readawrite.com/articles/1981/1980726/thumbnail/,93,,#เจ้านายไม่กลับบ้าน,"7,583",,เจ้านายไม่กลับบ้าน
506,godtenjuly,ชุมชนคนขี้ชิป,"1,235",ก็จำใส่หัวสมองเอาไว้ด้วยว่าอนาคตของกู ต้องมาพังเพราะใคร - mpreg,"1,423",จบ,13.0,https://cdn.readawrite.com/articles/1981/1980786/thumbnail/,303,"taejae,เพียงพ่ายรัก","#เพียงพ่ายรัก , taejae","3,531,904",,เพียงพ่ายรัก
507,Aibee,ชุมชนคนขี้ชิป,11,เมื่อ “น้ำมนต์” หนุ่มน้อยจากเมืองกรุงฯ ต้องย้ายบ้านตามพ่อที่เป็นครูมาที่อีสาน เขาก็ได้พบ,13,จบ,7.0,https://cdn.readawrite.com/articles/1980/1979704/thumbnail/,6,ฟิคผู้บ่าวไทยบ้านHH,ฮักเจ้าหลายจนตายแทนได่ #ฮุนฮาน,"15,463",ฮักเจ้าหลายจนตายแทนได่,ฮุนฮาน
508,pwpw.,ชุมชนคนขี้ชิป,2,นายธีธัชน่ารักที่สุด!,1,จบ,0.0,https://cdn.readawrite.com/articles/1980/1979767/thumbnail/,1,"Jark,ข้างห้องกันเฌอ",#ข้างห้องกันเฌอ | jark,0,,ข้างห้องกันเฌอ
509,whenthesunsets,ชุมชนคนขี้ชิป,6,พี่บีน่ารักมากๆ x 100,30,จบ,2.0,https://cdn.readawrite.com/articles/1980/1979855/thumbnail/,3,Seulrene,#พี่บีลีฟน้องพิงกัน,"7,298",,พี่บีลีฟน้องพิงกัน
510,lunar k.,แฟนฟิคชั่น,0,เทรนเนอร์อยากมีคนดูแลบ้างไหมคะ?,2,จบ,3.0,https://cdn.readawrite.com/articles/1982/1981206/thumbnail/,0,"xiuho,xiumin,suho,kai,D.O,Kaisoo",#เทรนเนอร์จุน #xiuho (Xiumin Fem),79,,เทรนเนอร์จุน
511,ลมแม่น้ำ,คุยเรื่องนิยาย,0,รักวุ่นวาย หัวใจรสแซ่บ #เพลงมีนา (สายลมอิสระ) e-book ราคาเบาๆ 29 บาท: คุยเรื่องนิยาย,3,,0.0,https://cdn.readawrite.com/articles/1982/1981453/thumbnail/,0,,รักวุ่นวาย หัวใจรสแซ่บ #เพลงมีนา (สายลมอิสระ) e-book ราคาเบาๆ 29 บาท,70,รักวุ่นวายหัวใจรสแซ่บ,เพลงมีนา
512,Teddy B,ชุมชนคนขี้ชิป,3,พี่คิดถึงคุณ,8,จบ,9.0,https://cdn.readawrite.com/articles/1982/1981619/thumbnail/,2,"myeonghee,มยองฮี,BVNDIT,กยูซอน,แชกยอง",#พี่_คุณ,"14,256",,พี่
513,27:04 PM,นิยาย Boy Love Secret Room,899,20ปีก่อนโชคชะตาพาให้พวกเขามาเจอกันและพรากออกจากกัน...แต่ครั้งนี้จะไม่มีคำว่าลาจาก...เขาจะทำทุกอย่างใ,"1,585",จบ,27.0,https://cdn.readawrite.com/articles/1982/1981630/thumbnail/,239,"Boy Love/Yaoi,นิยายวาย,นิยายแฟนตาซี,18+,เพชฌฆาตหวนรัก,โจฮันคิน,เรื่องเล่าวันคนโสด",[END] O R C A #เพชฌฆาตหวนรัก,"81,012",,เพชฌฆาตหวนรัก
514,เหมาแตงโมให้น้องมาร์ค,ชุมชนคนขี้ชิป,87,ระวังขอแฟนแล้วจะได้เจ้ากรรมนายเวร,191,จบ,20.0,https://cdn.readawrite.com/articles/1982/1981761/thumbnail/,21,"jaeten,NCT,wayv,JAEHYUN,Ten",#ขอพรjt,"333,046",,ขอพร
515,Rainnie So.,นิยายโรมานซ์,16,ฉันชื่อ 'จันทร์เจ้าขา' เป็นพนักงานออฟฟิศธรรมดาค่ะ แต่ว่า... คุณเขม! เขารู้ว่าฉันแซ่บอะ!!!,32,จบ,2.0,https://cdn.readawrite.com/articles/1982/1981854/thumbnail/,9,"นิยายโรมานซ์,18+,นิยายโรแมนติก,หวาน,Erotic,นิยายรัก",#คุณเขมเจ้าขา,"1,020",,คุณเขมเจ้าขา
516,PANSAENG,ชุมชนคนขี้ชิป,5,เอกเกาหลีมีผู้ชายกี่คน?... #เอี้ยงเอกเกาหลี,27,จบ,4.0,https://cdn.readawrite.com/articles/1982/1981890/thumbnail/,3,"เอี้ยงเอกเกาหลี,โชซอก,choseok,X1,ซอกกยอล,ซึงอูกยอล",#เอี้ยงเอกเกาหลี | choseok,"21,336",,เอี้ยงเอกเกาหลี
517,SweetAlice0701,นิยาย Boy Love Lovely Room,17,ต้องใช้เวลานานแค่ไหนสำหรับการตกหลุมรักใครสักคน?,46,จบ,2.0,https://cdn.readawrite.com/articles/1981/1980996/thumbnail/,7,"Boy Love/Yaoi,Yaoi,นิยายวาย,นิยายโรแมนติก,ตลก,นิยายรัก",[ YAOI/BL ] GIVE IT A TRY : ลองให้ได้รัก ll #จินทวิช,"1,437",ลองให้ได้รัก,จินทวิช
518,tiantianz_12,ชุมชนคนขี้ชิป,6,"ฌอนอุ้มลูกชายวัย5ขวบมองอดีตคนรักอย่าง""เถียน"" ที่มีความสุขกับการได้เป็นนักแสดง ทำไมช่างใจร้ายกับหัวใจ",29,จบ,1.0,https://cdn.readawrite.com/articles/1982/1981062/thumbnail/,4,"จ้านป๋อ,zhanbo จ้านป๋อ",all lies #รักหลอกลวงจ้านป๋อ,"1,233",,รักหลอกลวงจ้านป๋อ
519,Ji_Ra/Little_JJ,ชุมชนคนขี้ชิป,4,'ถึงวันนี้กูจะยังไม่รักมึง' 'แต่สักวันกูจะรักมึงให้มากกว่าที่มึงรักกูให้ได้',4,จบ,2.0,https://cdn.readawrite.com/articles/1982/1981068/thumbnail/,3,"เจคฮุน​,นิ้วก้อย,iland",นิ้วก้อย #เจคเซน,"4,715",นิ้วก้อย,เจคเซน
520,ImoonU:),ชุมชนคนขี้ชิป,"3,091",ก็กูบอกว่ากูไม่ใช่ซาแซง!!!,"3,959",จบ,30.0,https://cdn.readawrite.com/articles/1983/1982557/thumbnail/,690,"ป๋อจ้าน,bozhan,ป๋ายอย่าเยอะ",#ป๋ายอย่าเยอะ — ป๋อจ้าน,"34,914,451",,ป๋ายอย่าเยอะ
521,BO_BO01,ชุมชนคนขี้ชิป,45,“ยัยโอมเพี้ยง!✨”,135,จบ,4.0,https://cdn.readawrite.com/articles/1983/1982649/thumbnail/,31,"IwaOi,iwaizumi,Oikawa,Tensuga,tendou,sugawara,TsukiKuro,Tsukishima,kuroo,AkaBoku,akaashi,bokuto,HinaKage,hinata,kageyama,kitaatsu,Kita,atsumu",#โอมเพี้ยง✨,"171,468",,โอมเพี้ยง
522,มัคจิdesu,ชุมชนคนขี้ชิป,40,""" หวีดลงในทวิตเตอร์ทุกวัน เพ้อในเฟสทุกคืน ส่องไอจียันหว่าง พี่คีย์แม่ง...""",107,จบ,6.0,https://cdn.readawrite.com/articles/1983/1982969/thumbnail/,27,"คิตะอัต,คิตะอัตสึ,kitaatsu,OsaSuna,โอซาสึนะ",#วันนี้พี่คีย์เป็นไรเอ่ย [Haikyuu fanfic Kitaatsu],"75,733",,วันนี้พี่คีย์เป็นไรเอ่ย
523,เรือผีแล้วมันทะมะ,ชุมชนคนขี้ชิป,56,คำว่าผู้ร้ายนี้เค้าร้ายจริงๆหรือว่าเป็นแค่มุมมองของพวกคุณ??,150,จบ,7.0,https://cdn.readawrite.com/articles/1984/1983041/thumbnail/,43,"TWSTFanficTH,twisted wonderland,Disney Twisted-Wonderland,twst,ร้ายหรือดีแค่มุมมอง",[TWST] #ร้ายหรือดีแค่มุมมอง,"218,358",,ร้ายหรือดีแค่มุมมอง
524,jablue,ชุมชนคนขี้ชิป,0,วันนี้พวกมึงเจอน้องคนนั้นยังวะ,5,จบ,0.0,https://cdn.readawrite.com/articles/1984/1983044/thumbnail/,0,สนามบาสมีอะไร,#สนามบาสมีอะไร KOOKV,0,,สนามบาสมีอะไร
525,มูนนี่มานี่มู,คืนโหยหวน,2,ตุ๊กตาผี #ดรีมกะตุ๊กตา: คืนโหยหวน,10,จบ,18.0,https://cdn.readawrite.com/articles/1984/1983070/thumbnail/,2,"NCT,อาถรรพ์,สยองขวัญ,ผี,ดรีมกะตุ๊กตา",ตุ๊กตาผี #ดรีมกะตุ๊กตา,"11,046",ตุ๊กตาผี,ดรีมกะตุ๊กตา
526,มามี๊น้อนโดยอง,ชุมชนคนขี้ชิป,8,เรื่องวุ่นๆของเด็กชายทั้ง12 ในแต่ละวันจะเจออะไรบ้างก็เตรียมปสด.กันได้เลยต้ะ!!,21,จบ,1.0,https://cdn.readawrite.com/articles/1984/1983220/thumbnail/,4,"treasure,เทรเชอร์",|มอสี่ทับสิบสอง|#Treasure #เทรเช่อร์,"8,799",มอสี่ทับสิบสอง,เทรเช่อร์
527,babylostgirl,ชุมชนคนขี้ชิป,42,อายอายอย่าน่ารักมากได้ป่าวงะ ใจเจ็บแล้วนะ,112,จบ,4.0,https://cdn.readawrite.com/articles/1983/1982175/thumbnail/,28,"โบคุอาคา,BokuAka",#อายอายของคุณบีม ; bokuaka,"66,092",,อายอายของคุณบีม
528,Secretrxom,ชุมชนคนขี้ชิป,37,ครับ สวัสดีครับ บายครับ,109,จบ,3.0,https://cdn.readawrite.com/articles/1983/1982376/thumbnail/,30,"TreyJade,Rook x Floyd,LeoMalle,IdiaAzul,twst,Disney Twisted-Wonderland,TWSTFanficTH,เจ้าของใจ,DeuceAce",กูไม่ได้ชอบ #เจ้าของใจ,"132,244",กูไม่ได้ชอบ,เจ้าของใจ
529,JamnoJam0095,ชุมชนคนขี้ชิป,5,เด็กข้างห้องกูแม่ง...โคตรน่ารักเลยมึง (ฟิคสั้นตอนเดียวจบ),12,จบ,1.0,https://cdn.readawrite.com/articles/1984/1983876/thumbnail/,4,"ข้างห้องแจยง,JAEYONG",SF | Boy next door #ข้างห้องแจยง,"20,883",,ข้างห้องแจยง
530,lllumossolem,ชุมชนคนขี้ชิป,13,ผมชอบคุณมากกว่าต้นไม้ที่ผมปลูกอีกนะ :),13,จบ,1.0,https://cdn.readawrite.com/articles/1985/1984396/thumbnail/,4,"#WINNER,HOONWOO,JINU,HOONY,ร้านต้นไม้ของนายเกาลัด",#ร้านต้นไม้ของนายเกาลัด | HoonWoo,"4,893",,ร้านต้นไม้ของนายเกาลัด
531,cococa,ชุมชนคนขี้ชิป,3,' Why do I have to be Spiderman ? ' ' Can't be an lion man ? ',3,จบ,1.0,https://cdn.readawrite.com/articles/1984/1983354/thumbnail/,3,"marklee,NCT,I'm lionman,spiderman,JaeDo,TAETEN,มอร์แกน​จะเป็นไลออนเเมน,lujung,Boy Love/Yaoi,Fanfiction แฟนฟิคชั่น,minno,nomin",#มอร์แกน​จะเป็​น​ไลออนเเมน,641,,มอร์แกน
532,soracolor,ลิปสติกสีลิลลี่,3,ก่อนดวงตะวันจะละขอบฟ้าไป (rewrite),25,จบ,1.0,https://cdn.readawrite.com/articles/1984/1983477/thumbnail/,3,"IZONE,Yenyul,เยนยูล,yena,Yuri,Girl Love/Yuri,Fanfiction แฟนฟิคชั่น",#ก่อนดวงตะวัน | yenyul,"8,445",,ก่อนดวงตะวัน
533,jjunaly,ชุมชนคนขี้ชิป,0,ถ้าสืบเสร็จแล้วจะกลับมาจีบ,10,จบ,3.0,https://cdn.readawrite.com/articles/1984/1983495/thumbnail/,0,"Lizkook lizkook liskook kookliz,สืบพี่เจนlzk",#สืบพี่เจนlzk,"3,440",,สืบพี่เจน
534,กูง่วงไอ้เหี้ย ควย,ชุมชนคนขี้ชิป,20,นับหนึ่ง ไปสอง ถึงสาม ต้องนับไปถึงเมื่อไหร่จึงจะเกินคำว่าเพื่อน? [ Sakuatsu]​,64,จบ,1.0,https://cdn.readawrite.com/articles/1984/1983571/thumbnail/,14,"SakuAtsu,Haikyuu,OiIwa,BokuAka,KuroTsuki,TendoUshi,sunaosa",#อนงค์เริ่มนับหนึ่ง -​ Haikyuu,"36,130",,อนงค์เริ่มนับหนึ่ง
535,zevendec.,ห้องแห่งความรัก,41,..เมื่อดวงใจมีรัก ดั่งเจ้านกโผบิน บินไปไกลแสนไกล หัวใจฉันก็ลอยลับไป ถึงแดนดินถิ่นใดหนอใจ โอ้ ดวงใจเจ,87,จบ,6.0,https://cdn.readawrite.com/articles/2028/2027773/thumbnail/,21,"ดจมร,Lizkook,zevendec",#เมื่อดวงใจมีรัก | lizkook,"96,565",,เมื่อดวงใจมีรัก
